HS+         E-                      S           H                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
PH3+        E-                      PH2         H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
H2S+        E-                      HS          H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
H2S+        E-                      S           H           H                       1.50E-07    -0.50      0.0   10.  300.  5 C DR
H3S+        E-                      HS          H           H                       1.85E-07    -0.50      0.0   10.  300.  5 A DR
H3S+        E-                      H2S         H                                   1.85E-07    -0.50      0.0   10.  300.  5 A DR
C3H2+       E-                      C3H         H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
C3H2+       E-                      C3          H           H                       6.00E-08    -0.50      0.0   10.  300.  5 C DR
C2NH+       E-                      C2N         H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
C3H3+       E-                      C3H2        H                                   7.00E-07    -0.50      0.0   10.  300.  5 B DR
CH3CCH+     E-                      C3H3        H                                   2.56E-06    -0.67      0.0   10.  300.  5 A DR
HC2O+       E-                      CO          C           H                       1.50E-07    -0.50      0.0   10.  300.  5 C DR
HC2O+       E-                      C2O         H                                   1.00E-07    -0.50      0.0   10.  300.  5 C DR
CH3CNH+     E-                      CH3CN       H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH3CO+      E-                      CH2CO       H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
SiNH2+      E-                      HNSi        H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
PCH2+       E-                      HCP         H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH3CHOH+    E-                      CO          CH4         H                       3.00E-07    -0.50      0.0   10.  300.  5 C DR
CH3CHOH+    E-                      CH3CHO      H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HCS+        E-                      CS          H                                   1.84E-07    -0.57      0.0   10.  300.  5 A DR
SiOH+       E-                      SiO         H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HPN+        E-                      PN          H                                   1.00E-07    -0.50      0.0   10.  300.  5 C DR
H2CS+       E-                      CS          H           H                       3.00E-07    -0.50      0.0   10.  300.  5 C DR
H2CS+       E-                      HCS         H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
PCH4+       E-                      CH2PH       H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HCOOH2+     E-                      HCOOH       H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
C2H5OH2+    E-                      C2H4        H2O         H                       1.50E-07    -0.50      0.0   10.  300.  5 C DR
C2H5OH2+    E-                      C2H5OH      H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
H3CS+       E-                      H2CS        H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
H3SiO+      E-                      H2SiO       H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HPO+        E-                      P           O           H                       1.00E-07    -0.50      0.0   10.  300.  5 C DR
H2PO+       E-                      HPO         H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
C4H2+       E-                      C4H         H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
HC3NH+      E-                      HC3N        H                                   7.31E-07    -0.58      0.0   10.  300.  5 C DR
HC3O+       E-                      C3O         H                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
SiC2H2+     E-                      SiC2H       H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
SiC2H3+     E-                      SiC2H2      H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HC2S+       E-                      C2S         H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HOCS+       E-                      OCS         H                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
HSO2+       E-                      SO          O           H                       1.00E-07    -0.50      0.0   10.  300.  5 C DR
HSO2+       E-                      SO2         H                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
SiC3H+      E-                      SiC3        H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
HC3S+       E-                      C3S         H                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH4                                 CH3         H                                   2.20E-10     0.00      2.2   10.41000.  3 B PH
H2O                                 OH          H                                   5.90E-10     0.00      1.7   10.41000.  3 B PH
H2O                                 OH          H                                   1.30E-17     0.00    485.5   10.41000.  2 C CR
HF                                  H           F                                   1.30E-17     0.00     87.0   10.41000.  2 B CR
C2H2                                C2H         H                                   1.30E-17     0.00   2577.5   10.41000.  2 C CR
HCl                                 Cl          H                                   1.30E-17     0.00    305.0   10.41000.  2 C CR
He+         CO                      O           C+          He                      1.60E-09     0.00      0.0   10.41000.  5 A IN
N+          CO                      NO+         C                                   1.45E-10     0.00      0.0   10.41000.  5 A IN
CH5+        CO                      HCO+        CH4                                 1.00E-09     0.00      0.0   10.41000.  5 A IN
CO          HN2+                    HCO+        N2                                  8.80E-10     0.00      0.0   10.41000.  5 A IN
CO          HNO+                    NO          HCO+                                1.00E-10     0.00      0.0   10.41000.  5 A IN
CO          H2Cl+                   HCl         HCO+                                7.80E-10     0.00      0.0  200.  520.  5 A IN
CO          HCO2+                   CO2         HCO+                                7.80E-10     0.00      0.0   10.41000.  5 C IN
N+          CO                      CO+         N                                   8.25E-10     0.00      0.0   10.41000.  5 A CE
H-          CO                      HCO         E-                                  5.00E-11     0.00      0.0   10.41000.  5 C AD
O-          CO                      CO2         E-                                  6.50E-10     0.00      0.0   10.41000.  5 C AD
CH3+        CO                      CH3CO+                                          1.20E-13    -1.30      0.0   10.  300.  5 C RA
C2H3+       CO                      H3C3O+                                          2.00E-15    -2.50      0.0   10.  300.  5 C RA
CO          S                       OCS                                             1.60E-17    -1.50      0.0   10.  300.  5 A RA
CO                                  O           C                                   2.00E-10     0.00      2.5   10.41000.  3 D PH
CO                                  CO+         E-                                  3.90E-17     0.00      0.0   10.41000.  1 C CP
CO                                  O           C                                   1.30E-17     1.17    105.0   10.41000.  2 C CR
C           O2                      CO          O                                   4.70E-11    -0.34      0.0   10.  300.  5 A NN
C           C3O                     C3          CO                                  1.00E-10     0.00      0.0   10.  300.  5 C NN
C           SO2                     CO          SO                                  7.00E-11     0.00      0.0   10.  300.  5 C NN
CH          O2                      CO          OH                                  2.60E-11     0.00      0.0  298.  298.  5 A NN
N           C2O                     CN          CO                                  5.50E-10     0.00      0.0   10.  300.  5 C NN
O           C2                      CO          C                                   1.00E-10     0.00      0.0   10.  300.  5 C NN
O           C2H                     CO          CH                                  1.70E-11     0.00      0.0  290. 2500.  5 A NN
O           HCO                     CO          OH                                  5.00E-11     0.00      0.0   10. 2500.  5 A NN
O           C3H                     CO          C2H                                 1.70E-11     0.00      0.0   10.  300.  5 C NN
O           C2N                     CO          CN                                  6.00E-12     0.00      0.0  298.  298.  5 A NN
O           C2O                     CO          CO                                  8.59E-11     0.00      0.0  295.  295.  5 A NN
O           SiC                     Si          CO                                  5.00E-11     0.00      0.0   10.  300.  5 C NN
O           OCN                     NO          CO                                  9.43E-11    -0.09    100.0   10. 2500.  5 A NN
O           CP                      P           CO                                  4.00E-11     0.00      0.0   10.  300.  5 C NN
O           C4H                     C3H         CO                                  1.70E-11     0.00      0.0   10.  300.  5 C NN
O           C3N                     C2N         CO                                  4.00E-11     0.00      0.0   10.  300.  5 C NN
O           SiC2                    SiC         CO                                  4.00E-11     0.00      0.0   10.  300.  5 C NN
O           SiC3                    SiC2        CO                                  4.00E-11     0.00      0.0   10.  300.  5 C NN
C2H         O2                      HCO         CO                                  4.00E-12     0.00      0.0   10. 2500.  5 A NN
CN          O2                      NO          CO                                  5.01E-12    -0.46     -8.0   13. 1565.  5 B NN
HCO         HCO                     H2CO        CO                                  3.00E-11     0.00      0.0  300. 2500.  5 A NN
HCO         NO                      HNO         CO                                  1.20E-11     0.00      0.0  295. 2500.  5 A NN
CH          NO                      CO          NH                                  1.99E-10     0.00      0.0  298.  298.  5 A NN
H+          OCS                     HS+         CO                                  2.10E-09     0.00      0.0   10.41000.  5 A IN
He+         C3O                     CO          C2+         He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         OCS                     S+          CO          He                      7.60E-10     0.00      0.0   10.41000.  5 C IN
C           HCO+                    CO          CH+                                 1.10E-09     0.00      0.0   10.41000.  5 C IN
C+          O2                      CO          O+                                  6.20E-10     0.00      0.0   10.41000.  5 A IN
C+          CO2                     CO+         CO                                  1.10E-09     0.00      0.0   10.41000.  5 A IN
C+          SiO                     Si+         CO                                  5.40E-10    -0.50      0.0   10.41000.  5 C IN
C+          SO                      S+          CO                                  2.60E-10    -0.50      0.0   10.41000.  5 C IN
C+          C3O                     C3+         CO                                  3.33E-10    -0.50      0.0   10.41000.  5 C IN
C+          OCS                     CS+         CO                                  1.60E-09     0.00      0.0   10.41000.  5 A IN
C+          SO2                     SO+         CO                                  2.30E-09    -0.50      0.0   10.41000.  5 A IN
N+          OCS                     S+          CO          N                       3.08E-10     0.00      0.0   10.41000.  5 A IN
CH2+        OCS                     H2CS+       CO                                  7.20E-10     0.00      0.0   10.41000.  5 A IN
CH3+        OCS                     H3CS+       CO                                  1.30E-09     0.00      0.0   10.41000.  5 A IN
O           C4H2+                   C3H2+       CO                                  1.08E-10     0.00      0.0   10.41000.  5 B IN
O           SiNC+                   SiN+        CO                                  1.00E-10     0.00      0.0   10.41000.  5 C IN
NH3         HCO+                    CO          NH4+                                2.20E-09    -0.50      0.0   10.41000.  5 A IN
H2O         HCO+                    CO          H3O+                                2.50E-09    -0.50      0.0   10.41000.  5 B IN
C2H2        HCO+                    CO          C2H3+                               1.40E-09     0.00      0.0   10.41000.  5 A IN
C2H2        SO+                     H2CS+       CO                                  7.20E-10     0.00      0.0   10.41000.  5 B IN
HCN         HCO+                    HCNH+       CO                                  3.10E-09    -0.50      0.0  205.  565.  5 A IN
HNC         HCO+                    HCNH+       CO                                  3.10E-09    -0.50      0.0   10.41000.  5 C IN
C2H4        HCO+                    C2H5+       CO                                  1.40E-09     0.00      0.0   10.41000.  5 C IN
Si          HCO+                    SiH+        CO                                  1.60E-09     0.00      0.0   10.41000.  5 C IN
Si+         OCS                     SiS+        CO                                  9.00E-10     0.00      0.0   10.41000.  5 B IN
HCO+        P                       PH+         CO                                  1.00E-09     0.00      0.0   10.41000.  5 C IN
HCO+        S                       HS+         CO                                  3.30E-10     0.00      0.0   10.41000.  5 C IN
HCO+        HS                      H2S+        CO                                  8.20E-10     0.00      0.0   10.41000.  5 C IN
HCO+        H2S                     H3S+        CO                                  1.60E-09    -0.50      0.0   10.41000.  5 B IN
HCO+        C3                      C3H+        CO                                  2.00E-09     0.00      0.0   10.41000.  5 C IN
HCO+        C3H2                    C3H3+       CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C3H3                    CH3CCH+     CO                                  1.40E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        CH3CN                   CH3CNH+     CO                                  4.10E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        CH2CO                   CH3CO+      CO                                  1.80E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        HNSi                    SiNH2+      CO                                  2.00E-09     0.00      0.0   10.41000.  5 C IN
HCO+        HCP                     PCH2+       CO                                  1.00E-09     0.00      0.0   10.41000.  5 C IN
HCO+        CH3CHO                  CH3CHOH+    CO                                  3.40E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        CS                      HCS+        CO                                  1.20E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        SiO                     SiOH+       CO                                  7.90E-10    -0.50      0.0   10.41000.  5 C IN
HCO+        PN                      HPN+        CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        HCOOH                   HCOOH2+     CO                                  1.80E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        C2H5OH                  C2H5OH2+    CO                                  2.20E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        H2CS                    H3CS+       CO                                  1.10E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        H2SiO                   H3SiO+      CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        PO                      HPO+        CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        HC3N                    HC3NH+      CO                                  4.00E-09    -0.50      0.0   10.41000.  5 A IN
HCO+        C3O                     HC3O+       CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        SiC2H                   SiC2H2+     CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        SiC2H2                  SiC2H3+     CO                                  2.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        C2S                     HC2S+       CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
HCO+        OCS                     HOCS+       CO                                  1.10E-09     0.00      0.0   10.41000.  5 A IN
HCO+        C3S                     HC3S+       CO                                  1.00E-09    -0.50      0.0   10.41000.  5 C IN
P+          CO2                     PO+         CO                                  4.60E-10     0.00      0.0   10.41000.  5 A IN
S+          OCS                     S2+         CO                                  9.10E-10     0.00      0.0   10.41000.  5 A IN
HC2O+       E-                      CO          CH                                  1.00E-07    -0.50      0.0   10.  300.  5 C DR
CH2CO+      E-                      CO          CH2                                 2.00E-07    -0.50      0.0   10.  300.  5 C DR
CH3CO+      E-                      CO          CH3                                 3.00E-07    -0.50      0.0   10.  300.  5 C DR
OCS+        E-                      S           CO                                  2.91E-07    -0.62      0.0   10.  300.  5 A DR
CO2                                 CO          O                                   1.30E-17     0.00    854.0   10.41000.  2 C CR
C3O                                 CO          C2                                  1.30E-17     0.00   3304.5   10.41000.  2 C CR
OCS                                 S           CO                                  1.30E-17     0.00   2680.0   10.41000.  2 C CR
NH          O                       OH          N                                   1.16E-11     0.00      0.0  250. 3000.  5 A NN
O           HNO                     NO          OH                                  6.00E-11     0.00      0.0   10. 2500.  5 A NN
O           PH2                     PH          OH                                  2.00E-11     0.00      0.0   10.  300.  5 C NN
O           SiC                     SiO         C                                   5.00E-11     0.00      0.0   10.  300.  5 C NN
O           SiN                     NO          Si                                  5.00E-11     0.00      0.0   10.  300.  5 C NN
O           HCS                     OH          CS                                  5.00E-11     0.00      0.0   10.  300.  5 C NN
O           HPO                     PO          OH                                  3.80E-11     0.00      0.0   10.  300.  5 C NN
O           S2                      SO          S                                   1.70E-11     0.00      0.0  298. 2500.  5 C NN
O           CH5+                    H3O+        CH2                                 2.20E-10     0.00      0.0   10.41000.  5 A IN
O           C2H4+                   CH3+        HCO                                 1.08E-10     0.00      0.0   10.41000.  5 B IN
O           C2H4+                   HCO+        CH3                                 8.40E-11     0.00      0.0   10.41000.  5 B IN
O           HN2+                    N2          OH+                                 1.40E-10     0.00      0.0   10.41000.  5 A IN
O           HS+                     S+          OH                                  2.90E-10     0.00      0.0   10.41000.  5 C IN
O           H2S+                    HS+         OH                                  3.10E-10     0.00      0.0   10.41000.  5 C IN
O           C3H2+                   HCO+        C2H                                 2.00E-10     0.00      0.0   10.41000.  5 C IN
O           C3H3+                   HCO+        C2H2                                2.00E-10     0.00      0.0   10.41000.  5 C IN
O           H2C3H+                  HCO+        C2H2                                2.00E-10     0.00      0.0   10.41000.  5 C IN
O           SiN+                    SiO+        N                                   1.00E-09     0.00      0.0   10.41000.  5 C IN
O           PN+                     PO+         N                                   2.00E-10     0.00      0.0   10.41000.  5 C IN
O           HCO2+                   O2          HCO+                                1.00E-09     0.00      0.0   10.41000.  5 C IN
O           HCS+                    S           HCO+                                5.00E-12     0.00      0.0   10.41000.  5 C IN
O           NS+                     S           NO+                                 6.10E-10     0.00      0.0   10.41000.  5 C IN
O           HPO+                    O2          PH+                                 2.00E-10     0.00      0.0   10.41000.  5 C IN
O           E-                      O-                                              1.50E-15     0.00      0.0   10.41000.  5 C RR
H-          O                       OH          E-                                  1.00E-09     0.00      0.0   10.41000.  5 C AD
O           O                       O2                                              4.90E-20     1.58      0.0   10.  300.  5 C RA
O           Si                      SiO                                             5.52E-18     0.31      0.0  300.14700.  5 B RA
O           SO                      SO2                                             3.20E-16    -1.50      0.0   10.  300.  5 C RA
O                                   O+          E-                                  3.40E-17     0.00      0.0   10.41000.  1 C CP
CH          O                       HCO+        E-                                  2.00E-11     0.44      0.0   10. 1750.  5 B CI
C           NO                      CN          O                                   6.00E-11    -0.16      0.0   10.41000.  5 A NN
CH          NO                      HCN         O                                   1.20E-10    -0.13      0.0   13. 3790.  5 A NN
N           HCO                     HCN         O                                   1.70E-10     0.00      0.0   10.  300.  5 C NN
N           NO                      N2          O                                   3.75E-11     0.00     26.0  100. 4000.  5 A NN
N           PO                      PN          O                                   3.00E-11    -0.60      0.0   10.  300.  5 C NN
OH          OH                      H2O         O                                   1.65E-12     1.14     50.0  200. 2500.  5 A NN
CN          O2                      OCN         O                                   1.86E-11    -0.13    -40.0   13. 4526.  5 A NN
Si          O2                      SiO         O                                   1.72E-10    -0.53     17.0   10.  300.  5 C NN
P           O2                      PO          O                                   1.00E-13     0.00      0.0  300. 2500.  5 C NN
H+          CO2                     HCO+        O                                   3.50E-09     0.00      0.0   10.41000.  5 A IN
He+         NO                      O           N+          He                      1.40E-09     0.00      0.0   10.41000.  5 A IN
He+         O2                      O+          O           He                      1.10E-09     0.00      0.0   10.41000.  5 A IN
He+         CO2                     CO+         O           He                      8.70E-10     0.00      0.0   10.41000.  5 A IN
He+         SiO                     Si+         O           He                      8.60E-10    -0.50      0.0   10.41000.  5 C IN
He+         PO                      P+          O           He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         C3O                     C3+         O           He                      1.00E-09    -0.50      0.0   10.41000.  5 C IN
He+         OCS                     CS+         O           He                      7.60E-10     0.00      0.0   10.41000.  5 C IN
He+         SO2                     SO+         O           He                      2.97E-09    -0.50      0.0   10.41000.  5 A IN
C+          O2                      CO+         O                                   3.80E-10     0.00      0.0   10.41000.  5 A IN
C+          C3O                     C4+         O                                   3.33E-10    -0.50      0.0   10.41000.  5 C IN
N+          O2                      NO+         O                                   2.63E-10     0.00      0.0   10.41000.  5 A IN
N           O2+                     NO+         O                                   1.80E-10     0.00      0.0   10.41000.  5 A IN
N           SO+                     NS+         O                                   5.00E-11     0.00      0.0   10.41000.  5 A IN
CH3+        O2                      H3CO+       O                                   5.00E-12     0.00      0.0   10.41000.  5 C IN
C2H2        O2+                     CH2CO+      O                                   1.30E-10     0.00      0.0   10.41000.  5 B IN
P+          O2                      PO+         O                                   5.60E-10     0.00      0.0   10.41000.  5 A IN
SiH3+       O2                      H3SiO+      O                                   2.90E-12     0.00      0.0   10.41000.  5 A IN
O2          S+                      SO+         O                                   1.50E-11     0.00      0.0   10.41000.  5 A IN
NO+         E-                      O           N                                   4.30E-07    -0.37      0.0   10.  300.  5 A DR
O2+         E-                      O           O                                   1.95E-07    -0.70      0.0   10.  300.  5 A DR
HC2O+       E-                      C2H         O                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
CH2CO+      E-                      C2H2        O                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
PO+         E-                      P           O                                   1.80E-07    -0.50      0.0   10.  300.  5 C DR
HPO+        E-                      PH          O                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
SO+         E-                      S           O                                   2.00E-07    -0.50      0.0   10.  300.  5 C DR
OCS+        E-                      CS          O                                   4.90E-08    -0.62      0.0   10.  300.  5 A DR
O2                                  O           O                                   6.90E-10     0.00      1.8   10.41000.  3 B PH
NO                                  O           N                                   1.30E-17     0.00    231.0   10.41000.  2 C CR
O2                                  O           O                                   1.30E-17     0.00    375.5   10.41000.  2 C CR
SiO                                 Si          O                                   1.30E-17     0.00    250.0   10.41000.  2 A CR
SO2                                 SO          O                                   1.30E-17     0.00    922.0   10.41000.  2 C CR
C           C                       C2                                              4.36E-18     0.35    161.3   10.41000.  5 B RA
N           CN                      N2          C                                   3.00E-10     0.00      0.0  298. 2500.  5 C NN
N           SiC                     SiN         C                                   5.00E-11     0.00      0.0   10.  300.  5 C NN
He+         CO2                     O2+         C           He                      1.10E-11     0.00      0.0   10.41000.  5 A IN
He+         CS                      S+          C           He                      1.30E-09    -0.50      0.0   10.41000.  5 C IN
C+          NH3                     NH3+        C                                   5.06E-10    -0.50      0.0   10.41000.  5 A CE
C+          Na                      Na+         C                                   1.10E-09     0.00      0.0   10.41000.  5 C CE
C+          Mg                      Mg+         C                                   1.10E-09     0.00      0.0   10.41000.  5 C CE
C+          Si                      Si+         C                                   2.10E-09     0.00      0.0   10.41000.  5 C CE
C+          NO                      NO+         C                                   5.20E-10     0.00      0.0   10.41000.  5 A CE
C+          P                       P+          C                                   1.00E-09     0.00      0.0   10.  300.  5 C CE
C+          S                       S+          C                                   1.50E-09     0.00      0.0   10.41000.  5 C CE
C+          H2S                     H2S+        C                                   6.00E-10    -0.50      0.0   10.41000.  5 A CE
C+          CH2CN                   CH2CN+      C                                   2.00E-09    -0.50      0.0   10.  300.  5 C CE
C+          CH2CO                   CH2CO+      C                                   2.00E-09    -0.50      0.0   10.41000.  5 C CE
C+          HCP                     HCP+        C                                   5.00E-10     0.00      0.0   10.41000.  5 C CE
C+          PO                      PO+         C                                   1.00E-09    -0.50      0.0   10.  300.  5 C CE
C+          C3O                     C3O+        C                                   3.33E-10    -0.50      0.0   10.41000.  5 C CE
C+          Fe                      Fe+         C                                   2.60E-09     0.00      0.0   10.41000.  5 C CE
C+          OCS                     OCS+        C                                   4.00E-10     0.00      0.0   10.41000.  5 A CE
CF+         E-                      C           F                                   5.20E-08    -0.80      0.0   10.  300.  5 B DR
C2N+        E-                      CN          C                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
CNC+        E-                      CN          C                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
CCl+        E-                      Cl          C                                   3.00E-07    -0.50      0.0   10.  300.  5 C DR
CCP+        E-                      CP          C                                   1.50E-07    -0.50      0.0   10.  300.  5 C DR
OCS+        E-                      C           SO                                  1.05E-08     0.00      0.0   10.  300.  5 A DR
He+         SiO                     Si          O+          He                      8.60E-10    -0.50      0.0   10.41000.  5 C IN
He+         OCS                     CS          O+          He                      7.60E-10     0.00      0.0   10.41000.  5 C IN
N+          O2                      NO          O+                                  3.66E-11     0.00      0.0   10.41000.  5 A IN
C+          CH3CN                   C2H3+       CN                                  5.60E-09    -0.50      0.0   10.41000.  5 A IN
C+          H2CS                    CS          CH2+                                1.50E-09    -0.50      0.0   10.41000.  5 C IN
C+          HC3N                    C3H+        CN                                  3.25E-09    -0.50      0.0   10.41000.  5 A IN
H2O         F                       HF          OH                                  1.40E-11     0.00      0.0  240.  380.  5 A NN
He+         H2O                     OH          He          H+                      2.04E-10    -0.50      0.0   10.41000.  5 A IN
NH3+        H2O                     NH4+        OH                                  1.10E-10    -0.50      0.0   10.41000.  5 A IN
CH5+        H2O                     H3O+        CH4                                 3.70E-09    -0.50      0.0   10.41000.  5 A IN
H2O         C2H2+                   C2H         H3O+                                2.20E-10    -0.50      0.0   10.41000.  5 A IN
H2O         C2H3+                   C2H2        H3O+                                1.11E-09    -0.50      0.0   10.41000.  5 A IN
H2O         HN2+                    N2          H3O+                                2.60E-09    -0.50      0.0   10.41000.  5 A IN
H2O         C2H5+                   C2H4        H3O+                                1.40E-09    -0.50      0.0   10.41000.  5 A IN
H2O         SiH+                    Si          H3O+                                8.00E-10    -0.50      0.0   10.41000.  5 C IN
H2O         H2CO+                   HCO         H3O+                                2.60E-09    -0.50      0.0   10.41000.  5 A IN
H2O         H3CO+                   H2CO        H3O+                                2.30E-10    -0.50      0.0   10.41000.  5 A IN
H2O         PH+                     P           H3O+                                2.52E-10    -0.50      0.0   10.41000.  5 A IN
H2O         PH2+                    PH          H3O+                                1.62E-10    -0.50      0.0   10.41000.  5 A IN
H2O         HS+                     S           H3O+                                7.80E-10    -0.50      0.0   10.41000.  5 A IN
H2O         H2S+                    HS          H3O+                                8.10E-10    -0.50      0.0   10.41000.  5 A IN
H2O         C2N+                    HCO+        HCN                                 2.30E-10    -0.50      0.0   10.41000.  5 A IN
H2O         C2N+                    C2NH+       OH                                  8.50E-11    -0.50      0.0   10.41000.  5 A IN
H2O         CNC+                    HCO+        HCN                                 1.63E-09    -0.50      0.0   10.41000.  5 B IN
H2O         HCO2+                   CO2         H3O+                                2.30E-09    -0.50      0.0   10.41000.  5 A IN
H2O         HCOOH2+                 H3O+        HCOOH                               2.10E-11    -0.50      0.0   10.41000.  5 A IN
H2O         HPO+                    PO          H3O+                                3.40E-10    -0.50      0.0   10.41000.  5 A IN
H2O         HOCS+                   H3O+        OCS                                 3.40E-09    -0.50      0.0   10.41000.  5 A IN
H2O         HSO2+                   SO2         H3O+                                2.13E-09    -0.50      0.0   10.41000.  5 A IN
He+         H2O                     H2O+        He                                  6.05E-11    -0.50      0.0   10.41000.  5 A CE
N+          H2O                     H2O+        N                                   2.80E-09    -0.50      0.0   10.41000.  5 A CE
H2O         HCO+                    HCOOH2+                                         4.00E-13    -1.30      0.0   10.  300.  5 C RA
CH3         O2                      HCO         H2O                                 1.66E-12     0.00      0.0 1700. 2000.  5 A NN
OH-         HCN                     CN-         H2O                                 1.20E-09     0.00      0.0   10.41000.  5 C IN
NH3         H3O+                    NH4+        H2O                                 2.20E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        HCN                     HCNH+       H2O                                 3.80E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        HNC                     HCNH+       H2O                                 4.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        Si                      SiH+        H2O                                 1.80E-09     0.00      0.0   10.41000.  5 C IN
H3O+        H2S                     H3S+        H2O                                 1.90E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        C3                      C3H+        H2O                                 2.00E-09     0.00      0.0   10.41000.  5 C IN
H3O+        C3H2                    C3H3+       H2O                                 3.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        C3H3                    CH3CCH+     H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        CH3CN                   CH3CNH+     H2O                                 4.70E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        CH2CO                   CH3CO+      H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        HNSi                    SiNH2+      H2O                                 2.00E-09     0.00      0.0   10.41000.  5 C IN
H3O+        HCP                     PCH2+       H2O                                 1.00E-09     0.00      0.0   10.41000.  5 C IN
H3O+        CH3CHO                  CH3CHOH+    H2O                                 3.60E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        CS                      HCS+        H2O                                 1.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        SiO                     SiOH+       H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        PN                      HPN+        H2O                                 1.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        C2H5OH                  C2H5OH2+    H2O                                 2.80E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        HC3N                    HC3NH+      H2O                                 4.00E-09    -0.50      0.0   10.41000.  5 A IN
H3O+        C3O                     HC3O+       H2O                                 1.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        SiC2H                   SiC2H2+     H2O                                 2.00E-09    -0.50      0.0   10.41000.  5 C IN
H3O+        C2S                     HC2S+       H2O                                 1.00E-09    -0.50      0.0   10.41000.  5 C IN
O2          PH2+                    PO+         H2O                                 7.80E-11     0.00      0.0   10.41000.  5 A IN
CH2CO+      E-                      C2          H2O                                 2.00E-07    -0.50      0.0   10.  300.  5 C DR
CH          NO                      CN          OH                                  1.40E-10     0.00      0.0  298.  298.  5 A NN
HCO         O2                      CO2         OH                                  7.60E-13     0.00      0.0  298.  298.  5 A NN
SiH2+       O2                      SiOH+       OH                                  2.40E-11     0.00      0.0   10.41000.  5 A IN
PH+         O2                      PO+         OH                                  5.40E-10     0.00      0.0   10.41000.  5 A IN
SiOH+       E-                      Si          OH                                  1.50E-07    -0.50      0.0   10.  300.  5 C DR
